"","category","name","reviewer","review","date","ratings"
"275","Luggage","American Tourister Airconic Front Opening Suitcase","Botg","Super great, light and easy to walk with. Perfect for a bring on laguage.","Reviewed in Australia on 23 December 2023","5.0 out of 5 stars"
"276","Luggage","American Tourister Airconic Front Opening Suitcase","Miko","Got this during prime sale, already used it for multiple trips and it’s great quality.","Reviewed in Australia on 18 December 2023","5.0 out of 5 stars"
"277","Luggage","American Tourister Airconic Front Opening Suitcase","Dean Bignoux","Purchased this as a gift for my mum who travels a bit.  She loves it, it’s so light and unlike other cabin bags, it doesn’t take up half your cabin bag weight limit!","Reviewed in Australia on 20 January 2024","5.0 out of 5 stars"
"278","Luggage","American Tourister Airconic Front Opening Suitcase","richard","I am yet to use it,but I think i will like itI have the largest one,and ii is so, light. 3.5kg","Reviewed in Australia on 16 December 2023","5.0 out of 5 stars"
"279","Luggage","American Tourister Airconic Front Opening Suitcase","M.S.","Purchased this because i wanted a very lightweight carry on (under 2 kg) & a spinner with 4 wheels. It was as advertised & expected.","Reviewed in Australia on 30 January 2024","5.0 out of 5 stars"
"280","Luggage","American Tourister Airconic Front Opening Suitcase","Wayfarer858","Very light and what u except from American Tourister…","Reviewed in Australia on 11 November 2023","5.0 out of 5 stars"
"281","Luggage","American Tourister Airconic Front Opening Suitcase","Liza","great suitcase - well made, lightweight, with quiet wheels and a convenient handle. I am enjoying it much more than I expected. highly recommend","Reviewed in Australia on 13 February 2024","4.7 out of 5 stars"
"282","Luggage","American Tourister Airconic Front Opening Suitcase","Adam","Replaced my Samsonite with this. Used this on a trip as soon as I bought it.  Perfect compact design for carry on luggage. Great quality and great price. Recommended!","Reviewed in Australia on 24 December 2023","5.0 out of 5 stars"
"283","Luggage","American Tourister Airconic Front Opening Suitcase","Alan Schoenheimer","Was looking for lightweight case without spending a fortune. This case, while not the lightest in the category, was a great compromise. Very happy.","Reviewed in Australia on 2 September 2023","5.0 out of 5 stars"
"284","Luggage","American Tourister Airconic Front Opening Suitcase","NotjustAbag","Light weight and perfect for short term travel","Reviewed in Australia on 4 January 2024","4.0 out of 5 stars"
"285","Luggage","American Tourister Airconic Front Opening Suitcase","Botg","Super great, light and easy to walk with. Perfect for a bring on laguage.","Reviewed in Australia on 23 December 2023","5.0 out of 5 stars"
"286","Luggage","American Tourister Airconic Front Opening Suitcase","Miko","Got this during prime sale, already used it for multiple trips and it’s great quality.","Reviewed in Australia on 18 December 2023","5.0 out of 5 stars"
"287","Luggage","American Tourister Airconic Front Opening Suitcase","Dean Bignoux","Purchased this as a gift for my mum who travels a bit.  She loves it, it’s so light and unlike other cabin bags, it doesn’t take up half your cabin bag weight limit!","Reviewed in Australia on 20 January 2024","5.0 out of 5 stars"
"288","Luggage","American Tourister Airconic Front Opening Suitcase","richard","I am yet to use it,but I think i will like itI have the largest one,and ii is so, light. 3.5kg","Reviewed in Australia on 16 December 2023","5.0 out of 5 stars"
"289","Luggage","American Tourister Airconic Front Opening Suitcase","M.S.","Purchased this because i wanted a very lightweight carry on (under 2 kg) & a spinner with 4 wheels. It was as advertised & expected.","Reviewed in Australia on 30 January 2024","5.0 out of 5 stars"
"290","Luggage","American Tourister Airconic Front Opening Suitcase","Wayfarer858","Very light and what u except from American Tourister…","Reviewed in Australia on 11 November 2023","5.0 out of 5 stars"
"291","Luggage","American Tourister Airconic Front Opening Suitcase","Liza","great suitcase - well made, lightweight, with quiet wheels and a convenient handle. I am enjoying it much more than I expected. highly recommend","Reviewed in Australia on 13 February 2024","4.7 out of 5 stars"
"292","Luggage","American Tourister Airconic Front Opening Suitcase","Adam","Replaced my Samsonite with this. Used this on a trip as soon as I bought it.  Perfect compact design for carry on luggage. Great quality and great price. Recommended!","Reviewed in Australia on 24 December 2023","5.0 out of 5 stars"
"293","Luggage","American Tourister Airconic Front Opening Suitcase","Alan Schoenheimer","Was looking for lightweight case without spending a fortune. This case, while not the lightest in the category, was a great compromise. Very happy.","Reviewed in Australia on 2 September 2023","5.0 out of 5 stars"
"294","Luggage","American Tourister Airconic Front Opening Suitcase","NotjustAbag","Light weight and perfect for short term travel","Reviewed in Australia on 4 January 2024","4.0 out of 5 stars"
"295","Luggage","American Tourister Airconic Front Opening Suitcase","Botg","Super great, light and easy to walk with. Perfect for a bring on laguage.","Reviewed in Australia on 23 December 2023","5.0 out of 5 stars"
"296","Luggage","American Tourister Airconic Front Opening Suitcase","Miko","Got this during prime sale, already used it for multiple trips and it’s great quality.","Reviewed in Australia on 18 December 2023","5.0 out of 5 stars"
"297","Luggage","American Tourister Airconic Front Opening Suitcase","Dean Bignoux","Purchased this as a gift for my mum who travels a bit.  She loves it, it’s so light and unlike other cabin bags, it doesn’t take up half your cabin bag weight limit!","Reviewed in Australia on 20 January 2024","5.0 out of 5 stars"
"298","Luggage","American Tourister Airconic Front Opening Suitcase","richard","I am yet to use it,but I think i will like itI have the largest one,and ii is so, light. 3.5kg","Reviewed in Australia on 16 December 2023","5.0 out of 5 stars"
"299","Luggage","American Tourister Airconic Front Opening Suitcase","M.S.","Purchased this because i wanted a very lightweight carry on (under 2 kg) & a spinner with 4 wheels. It was as advertised & expected.","Reviewed in Australia on 30 January 2024","5.0 out of 5 stars"
"300","Luggage","American Tourister Airconic Front Opening Suitcase","Wayfarer858","Very light and what u except from American Tourister…","Reviewed in Australia on 11 November 2023","5.0 out of 5 stars"
