"","title","author","subject","abstract","date"
"120","diffspectralnet : unveiling the potential of diffusion models for hyperspectral image classification","neetu sigger, tuan thanh nguyen, gianluca tozzi, quoc-tuan vien, sinh van nguyen","computer vision and pattern recognition","hyperspectral images (hsi) have become popular for analysing remotely sensed images in multiple domain like agriculture, medical. however, existing models struggle with complex relationships and characteristics of spectral-spatial data due to the multi-band nature and data redundancy of hyperspectral data. to address this limitation, we propose a new network called diffspectralnet, which combines diffusion and transformer techniques. our approach involves a two-step process. first, we use an unsupervised learning framework based on the diffusion model to extract both high-level and low-level spectral-spatial features. the diffusion method is capable of extracting diverse and meaningful spectral-spatial features, leading to improvement in hsi classification. then, we employ a pretrained denoising u-net to extract intermediate hierarchical features for classification. finally, we use a supervised transformer-based classifier to perform the hsi classification. through comprehensive experiments on hsi datasets, we evaluate the classification performance of diffspectralnet. the results demonstrate that our framework significantly outperforms existing approaches, achieving state-of-the-art performance.",2023-10-29
"121","blockchain-based identity authentication oriented to multi-cluster uav networking","zesong dong, wei tong, zhiwei zhang, jian li, weidong yang, yulong shen","cryptography and security","unmanned aerial vehicle (uav) networking is increasingly used in field environments such as power inspection, agricultural plant protection, and emergency rescue. to guarantee uav networking security, uav identity authentication attracts wide attention, especially in the field environment without perfect infrastructure. some blockchain-based uav identity authentication solutions are proposed to establish decentralized and trusted authentication systems without relying on infrastructure. however, these solutions do not support disconnected uav reconnection or even disband a cluster directly after its head uav disconnection, which compromises cluster robustness and task result integrity. in this paper, we propose a blockchain-based identity authentication solution oriented to multi-cluster uav networking with a uav disconnection mechanism and a task result backup mechanism. specifically, we build a blockchain maintained by head uavs of all clusters, managing identity information to guarantee the security of decentralized identity management. the uav disconnection mechanism permits a verified distributed uav reconnection to ensure the robustness of the uav cluster, and on this basis, the task result backup mechanism ensures the integrity of the task results stored in a cluster even any uav disconnection. finally, extensive experimental results prove the superiority of our solutions in terms of robustness, integrity, delay, and energy consumption.",2023-11-15
"122","smart connected farms and networked farmers to tackle climate challenges impacting agricultural production","behzad j. balabaygloo, barituka bekee, samuel w. blair, suzanne fey, fateme fotouhi, ashish gupta, kevin menke, anusha vangala, jorge c. m. palomares, aaron prestholt, vishesh k. tanwar, xu tao, matthew e. carroll, sajal das, gil depaula, peter kyveryga, soumik sarkar, michelle segovia, simone sylvestri, corinne valdivia, asheesh k. singh","computers and society","to meet the grand challenges of agricultural production including climate change impacts on crop production, a tight integration of social science, technology and agriculture experts including farmers are needed. there are rapid advances in information and communication technology, precision agriculture and data analytics, which are creating a fertile field for the creation of smart connected farms (scf) and networked farmers. a network and coordinated farmer network provides unique advantages to farmers to enhance farm production and profitability, while tackling adverse climate events. the aim of this article is to provide a comprehensive overview of the state of the art in scf including the advances in engineering, computer sciences, data sciences, social sciences and economics including data privacy, sharing and technology adoption.",2023-12-19
"123","a multimodal approach for advanced pest detection and classification","jinli duan, haoyu ding, sung kim","computer vision and pattern recognition","this paper presents a novel multi modal deep learning framework for enhanced agricultural pest detection, combining tiny-bert's natural language processing with r-cnn and resnet-18's image processing. addressing limitations of traditional cnn-based visual methods, this approach integrates textual context for more accurate pest identification. the r-cnn and resnet-18 integration tackles deep cnn issues like vanishing gradients, while tiny-bert ensures computational efficiency. employing ensemble learning with linear regression and random forest models, the framework demonstrates superior discriminate ability, as shown in roc and auc analyses. this multi modal approach, blending text and image data, significantly boosts pest detection in agriculture. the study highlights the potential of multi modal deep learning in complex real-world scenarios, suggesting future expansions in diversity of datasets, advanced data augmentation, and cross-modal attention mechanisms to enhance model performance.",2023-12-18
"124","ntrack: a multiple-object tracker and dataset for infield cotton boll counting","md ahmed al muzaddid, william j. beksi","computer vision and pattern recognition","in agriculture, automating the accurate tracking of fruits, vegetables, and fiber is a very tough problem. the issue becomes extremely challenging in dynamic field environments. yet, this information is critical for making day-to-day agricultural decisions, assisting breeding programs, and much more. to tackle this dilemma, we introduce ntrack, a novel multiple object tracking framework based on the linear relationship between the locations of neighboring tracks. ntrack computes dense optical flow and utilizes particle filtering to guide each tracker. correspondences between detections and tracks are found through data association via direct observations and indirect cues, which are then combined to obtain an updated observation. our modular multiple object tracking system is independent of the underlying detection method, thus allowing for the interchangeable use of any off-the-shelf object detector. we show the efficacy of our approach on the task of tracking and counting infield cotton bolls. experimental results show that our system exceeds contemporary tracking and cotton boll-based counting methods by a large margin. furthermore, we publicly release the first annotated cotton boll video dataset to the research community.",2023-12-18
"125","country-scale cropland mapping in data-scarce settings using deep learning: a case study of nigeria","joaquin gajardo, michele volpi, daniel onwude, thijs defraeye","computer vision and pattern recognition","cropland maps are a core and critical component of remote-sensing-based agricultural monitoring, providing dense and up-to-date information about agricultural development. machine learning is an effective tool for large-scale agricultural mapping, but relies on geo-referenced ground-truth data for model training and testing, which can be scarce or time-consuming to obtain. in this study, we explore the usefulness of combining a global cropland dataset and a hand-labeled dataset to train machine learning models for generating a new cropland map for nigeria in 2020 at 10 m resolution. we provide the models with pixel-wise time series input data from remote sensing sources such as sentinel-1 and 2, era5 climate data, and dem data, in addition to binary labels indicating cropland presence. we manually labeled 1827 evenly distributed pixels across nigeria, splitting them into 50\% training, 25\% validation, and 25\% test sets used to fit the models and test our output map. we evaluate and compare the performance of single- and multi-headed long short-term memory (lstm) neural network classifiers, a random forest classifier, and three existing 10 m resolution global land cover maps (google's dynamic world, esri's land cover, and esa's worldcover) on our proposed test set. given the regional variations in cropland appearance, we additionally experimented with excluding or sub-setting the global crowd-sourced geowiki cropland dataset, to empirically assess the trade-off between data quantity and data quality in terms of the similarity to the target data distribution of nigeria. we find that the existing worldcover map performs the best with an f1-score of 0.825 and accuracy of 0.870 on the test set, followed by a single-headed lstm model trained with our hand-labeled training samples and the geowiki data points in nigeria, with a f1-score of 0.814 and accuracy of 0.842.",2023-12-18
"126","satellite data shows resilience of tigrayan farmers in crop cultivation during civil war","hannah kerner, catherine nakalembe, benjamin yeh, ivan zvonkov, sergii skakun, inbal becker-reshef, amy mcnally","computers and society","the tigray war was an armed conflict that took place primarily in the tigray region of northern ethiopia from november 3, 2020 to november 2, 2022. given the importance of agriculture in tigray to livelihoods and food security, determining the impact of the war on cultivated area is critical, but quantifying this impact was difficult due to restricted movement within and into the region due to conflict-driven insecurity and blockages. using satellite imagery and statistical area estimation techniques, we assessed changes in crop cultivation area in tigray before and during the war. our findings show that cultivated area was largely stable between 2020-2021 despite the widespread impacts of the war. we estimated 1,132,000 +/- 133,000 hectares of cultivation in pre-war 2020 compared to 1,217,000 +/- 132,000 hectares in mid-war 2021. comparing changes inside and outside of a 5 km buffer around conflict events, we found a slightly higher upper confidence limit of cropland loss within the buffer (0-3%) compared to outside the buffer (0-1%). our results support other reports that despite widespread war-related disruptions, tigrayan farmers were largely able to sustain cultivation. our study demonstrates the capability of remote sensing combined with machine learning and statistical techniques to provide timely, transparent area estimates for monitoring food security in regions inaccessible due to conflict.",2023-12-17
"127","deep reinforcement learning for joint cruise control and intelligent data acquisition in uavs-assisted sensor networks","yousef emami","signal processing","unmanned aerial vehicle (uav)-assisted sensor networks (uasnets), which play a crucial role in creating new opportunities, are experiencing significant growth in civil applications worldwide. uasnets improve disaster management through timely surveillance and advance precision agriculture with detailed crop monitoring, thereby significantly transforming the commercial economy. uasnets revolutionize the commercial sector by offering greater efficiency, safety, and cost-effectiveness, highlighting their transformative impact. a fundamental aspect of these new capabilities and changes is the collection of data from rugged and remote areas. due to their excellent mobility and maneuverability, uavs are employed to collect data from ground sensors in harsh environments, such as natural disaster monitoring, border surveillance, and emergency response monitoring. one major challenge in these scenarios is that the movements of uavs affect channel conditions and result in packet loss. fast movements of uavs lead to poor channel conditions and rapid signal degradation, resulting in packet loss. on the other hand, slow mobility of a uav can cause buffer overflows of the ground sensors, as newly arrived data is not promptly collected by the uav.
our proposal to address this challenge is to minimize packet loss by jointly optimizing the velocity controls and data collection schedules of multiple uavs.furthermore, in uasnets, swift movements of uavs result in poor channel conditions and fast signal attenuation, leading to an extended age of information (aoi). in contrast, slow movements of uavs prolong flight time, thereby extending the aoi of ground this http url address this challenge, we propose a new mean-field flight resource allocation optimization to minimize the aoi of sensory data.",2023-12-15
"128","overcome the fear of missing out: active sensing uav scanning for precision agriculture","marios krestenitis, emmanuel k. raptis, athanasios ch. kapoutsis, konstantinos ioannidis, elias b. kosmatopoulos, stefanos vrochidis","robotics","this paper deals with the problem of informative path planning for a uav deployed for precision agriculture applications. first, we observe that the ``fear of missing out'' data lead to uniform, conservative scanning policies over the whole agricultural field. consequently, employing a non-uniform scanning approach can mitigate the expenditure of time in areas with minimal or negligible real value, while ensuring heightened precision in information-dense regions. turning to the available informative path planning methodologies, we discern that certain methods entail intensive computational requirements, while others necessitate training on an ideal world simulator. to address the aforementioned issues, we propose an active sensing coverage path planning approach, named overfomo, that regulates the speed of the uav in accordance with both the relative quantity of the identified classes, i.e. crops and weeds, and the confidence level of such detections. to identify these instances, a robust deep learning segmentation model is deployed. the computational needs of the proposed algorithm are independent of the size of the agricultural field, rendering its applicability on modern uavs quite straightforward. the proposed algorithm was evaluated with a simu-realistic pipeline, combining data from real uav missions and the high-fidelity dynamics of airsim simulator, showcasing its performance improvements over the established state of affairs for this type of missions. an open-source implementation of the algorithm and the evaluation pipeline is also available: \url{this https url}.",2023-12-15
"129","adaptive large neighborhood search metaheuristic for vehicle routing problem with multiple synchronization constraints and multiple trips","faisal alkaabneh","optimization and control","this work is motivated by solving a problem faced by big agriculture companies implementing precision agriculture operations for spraying practices using two types of operators, namely a tender tanker and a fleet of sprayers. we model this problem as a vehicle routing problem with multiple synchronization constraints and multiple trips with the objective of minimizing the waiting time of the sprayers and the total routing distance of the sprayers. the resulting mixed integer programming model that we develop is hard to solve using a commercial solver, owing to the dependencies caused by the spatio-temporal synchronization between the two operators. to solve large-scale instances effectively, we present an adaptive large neighborhood search metaheuristic that uses an intensive local search mechanism. we conduct an extensive computational analysis to assess the effectiveness of our solution approach and gain managerial insights into the problem by analyzing various models. the proposed metaheuristic yields high-quality solutions quickly, with an overall average improvement of 5.61% over what is implemented in practice implying significant savings in time and cost.",2023-12-15
"130","livestock feeding behavior: a tutorial review on automated techniques for ruminant monitoring","josé chelotti, luciano martinez-rau, mariano ferrero, leandro vignolo, julio galli, alejandra planisich, h. leonardo rufiner, leonardo giovanini","signal processing","livestock feeding behavior is an influential research area for those involved in animal husbandry and agriculture. in recent years, there has been a growing interest in automated systems for monitoring the behavior of ruminants. despite the developments accomplished in the last decade, there is still much to do and learn about the methods for measuring and analyzing livestock feeding behavior. automated monitoring systems mainly use motion, acoustic, and image sensors to collect animal behavioral data. the performance evaluation of existing methods is a complex task and direct comparisons between studies are difficult. several factors prevent a direct comparison, starting from the diversity of data and performance metrics used in the experiments. to the best of our knowledge, this work represents the first tutorial-style review on the analysis of the feeding behavior of ruminants, emphasizing the relationship between sensing methodologies, signal processing and computational intelligence methods. it assesses the main sensing methodologies (i.e. based on movement, sound, images/videos and pressure) and the main techniques to measure and analyze the signals associated with feeding behavior, evaluating their use in different settings and situations. it also highlights the potentiality of automated monitoring systems to provide valuable information that improves our understanding of livestock feeding behavior. the relevance of these systems is increasingly important due to their impact on production systems and research. finally, the paper closes by discussing future challenges and opportunities in livestock feeding behavior monitoring.",2023-12-03
"131","zoom in on the plant: fine-grained analysis of leaf, stem and vein instances","ronja güldenring, rasmus eckholdt andersen, lazaros nalpantidis","robotics","robot perception is far from what humans are capable of. humans do not only have a complex semantic scene understanding but also extract fine-grained intra-object properties for the salient ones. when humans look at plants, they naturally perceive the plant architecture with its individual leaves and branching system. in this work, we want to advance the granularity in plant understanding for agricultural precision robots. we develop a model to extract fine-grained phenotypic information, such as leaf-, stem-, and vein instances. the underlying dataset rumexleaves is made publicly available and is the first of its kind with keypoint-guided polyline annotations leading along the line from the lowest stem point along the leaf basal to the leaf apex. furthermore, we introduce an adapted metric poks complying with the concept of keypoint-guided polylines. in our experimental evaluation, we provide baseline results for our newly introduced dataset while showcasing the benefits of poks over oks.",2023-12-14
"132","cattleeyeview: a multi-task top-down view cattle dataset for smarter precision livestock farming","kian eng ong, sivaji retta, ramarajulu srinivasan, shawn tan, jun liu","computer vision and pattern recognition","cattle farming is one of the important and profitable agricultural industries. employing intelligent automated precision livestock farming systems that can count animals, track the animals and their poses will raise productivity and significantly reduce the heavy burden on its already limited labor pool. to achieve such intelligent systems, a large cattle video dataset is essential in developing and training such models. however, many current animal datasets are tailored to few tasks or other types of animals, which result in poorer model performance when applied to cattle. moreover, they do not provide top-down views of cattle. to address such limitations, we introduce cattleeyeview dataset, the first top-down view multi-task cattle video dataset for a variety of inter-related tasks (i.e., counting, detection, pose estimation, tracking, instance segmentation) that are useful to count the number of cows and assess their growth and well-being. the dataset contains 753 distinct top-down cow instances in 30,703 frames (14 video sequences). we perform benchmark experiments to evaluate the model's performance for each task. the dataset and codes can be found at this https url.",2023-12-14
"133","explainable ai in grassland monitoring: enhancing model performance and domain adaptability","shanghua liu, anna hedström, deepak hanike basavegowda, cornelia weltzien, marina m.-c. höhne","machine learning","grasslands are known for their high biodiversity and ability to provide multiple ecosystem services. challenges in automating the identification of indicator plants are key obstacles to large-scale grassland monitoring. these challenges stem from the scarcity of extensive datasets, the distributional shifts between generic and grassland-specific datasets, and the inherent opacity of deep learning models. this paper delves into the latter two challenges, with a specific focus on transfer learning and explainable artificial intelligence (xai) approaches to grassland monitoring, highlighting the novelty of xai in this domain. we analyze various transfer learning methods to bridge the distributional gaps between generic and grassland-specific datasets. additionally, we showcase how explainable ai techniques can unveil the model's domain adaptation capabilities, employing quantitative assessments to evaluate the model's proficiency in accurately centering relevant input features around the object of interest. this research contributes valuable insights for enhancing model performance through transfer learning and measuring domain adaptability with explainable ai, showing significant promise for broader applications within the agricultural community.",2023-12-13
"134","taking it further: leveraging pseudo labels for field delineation across label-scarce smallholder regions","philippe rufin, sherrie wang, sá nogueira lisboa, jan hemmerling, mirela g. tulbure, patrick meyfroidt","computer vision and pattern recognition","transfer learning allows for resource-efficient geographic transfer of pre-trained field delineation models. however, the scarcity of labeled data for complex and dynamic smallholder landscapes, particularly in sub-saharan africa, remains a major bottleneck for large-area field delineation. this study explores opportunities of using sparse field delineation pseudo labels for fine-tuning models across geographies and sensor characteristics. we build on a fractal resunet trained for crop field delineation in india (median field size of 0.24 ha) and use this pre-trained model to generate pseudo labels in mozambique (median field size of 0.06 ha). we designed multiple pseudo label selection strategies and compared the quantities, area properties, seasonal distribution, and spatial agreement of the pseudo labels against human-annotated training labels (n = 1,512). we then used the human-annotated labels and the pseudo labels for model fine-tuning and compared predictions against human field annotations (n = 2,199). our results indicate i) a good baseline performance of the pre-trained model in both field delineation and field size estimation, and ii) the added value of regional fine-tuning with performance improvements in nearly all experiments. moreover, we found iii) substantial performance increases when using only pseudo labels (up to 77% of the iou increases and 68% of the rmse decreases obtained by human labels), and iv) additional performance increases when complementing human annotations with pseudo labels. pseudo labels can be efficiently generated at scale and thus facilitate domain adaptation in label-scarce settings. the workflow presented here is a stepping stone for overcoming the persisting data gaps in heterogeneous smallholder agriculture of sub-saharan africa, where labels are commonly scarce.",2023-12-12
"135","comparing yolov8 and mask rcnn for object segmentation in complex orchard environments","ranjan sapkota, dawood ahmed, manoj karkee","computer vision and pattern recognition","instance segmentation, an important image processing operation for automation in agriculture, is used to precisely delineate individual objects of interest within images, which provides foundational information for various automated or robotic tasks such as selective harvesting and precision pruning. this study compares the one-stage yolov8 and the two-stage mask r-cnn machine learning models for instance segmentation under varying orchard conditions across two datasets. dataset 1, collected in dormant season, includes images of dormant apple trees, which were used to train multi-object segmentation models delineating tree branches and trunks. dataset 2, collected in the early growing season, includes images of apple tree canopies with green foliage and immature (green) apples (also called fruitlet), which were used to train single-object segmentation models delineating only immature green apples. the results showed that yolov8 performed better than mask r-cnn, achieving good precision and near-perfect recall across both datasets at a confidence threshold of 0.5. specifically, for dataset 1, yolov8 achieved a precision of 0.90 and a recall of 0.95 for all classes. in comparison, mask r-cnn demonstrated a precision of 0.81 and a recall of 0.81 for the same dataset. with dataset 2, yolov8 achieved a precision of 0.93 and a recall of 0.97. mask r-cnn, in this single-class scenario, achieved a precision of 0.85 and a recall of 0.88. additionally, the inference times for yolov8 were 10.9 ms for multi-class segmentation (dataset 1) and 7.8 ms for single-class segmentation (dataset 2), compared to 15.6 ms and 12.8 ms achieved by mask r-cnn's, respectively.",2023-12-13
"136","bayesian inversion of gpr waveforms for uncertainty-aware sub-surface material characterization","ishfaq aziz, elahe soltanaghai, adam watts, mohamad alipour","signal processing","accurate estimation of sub-surface properties like moisture content and depth of layers is crucial for applications spanning sub-surface condition monitoring, precision agriculture, and effective wildfire risk assessment. soil in nature is often covered by overlaying surface material, making its characterization using conventional methods challenging. in addition, the estimation of the properties of the overlaying layer is crucial for applications like wildfire assessment. this study thus proposes a bayesian model-updating-based approach for ground penetrating radar (gpr) waveform inversion to predict sub-surface properties like the moisture contents and depths of the soil layer and overlaying material accumulated above the soil. the dielectric permittivity of material layers were predicted with the proposed method, along with other parameters, including depth and electrical conductivity of layers. the proposed bayesian model updating approach yields probabilistic estimates of these parameters that can provide information about the confidence and uncertainty related to the estimates. the methodology was evaluated for a diverse range of experimental data collected through laboratory and field investigations. laboratory investigations included variations in soil moisture values and depth of the top layer (or overlaying material), and the field investigation included measurement of field soil moisture for sixteen days. the results demonstrated predictions consistent with time-domain reflectometry (tdr) measurements and conventional gravimetric tests. the top layer depth could also be predicted with reasonable accuracy. the proposed method provides a promising approach for uncertainty-aware sub-surface parameter estimation that can enable decision-making for risk assessment across a wide range of applications.",2023-12-13
"137","spatial knowledge-infused hierarchical learning: an application in flood mapping on earth imagery","zelin xu, tingsong xiao, wenchong he, yu wang, zhe jiang","artificial intelligence","deep learning for earth imagery plays an increasingly important role in geoscience applications such as agriculture, ecology, and natural disaster management. still, progress is often hindered by the limited training labels. given earth imagery with limited training labels, a base deep neural network model, and a spatial knowledge base with label constraints, our problem is to infer the full labels while training the neural network. the problem is challenging due to the sparse and noisy input labels, spatial uncertainty within the label inference process, and high computational costs associated with a large number of sample locations. existing works on neuro-symbolic models focus on integrating symbolic logic into neural networks (e.g., loss function, model architecture, and training label augmentation), but these methods do not fully address the challenges of spatial data (e.g., spatial uncertainty, the trade-off between spatial granularity and computational costs). to bridge this gap, we propose a novel spatial knowledge-infused hierarchical learning (ski-hl) framework that iteratively infers sample labels within a multi-resolution hierarchy. our framework consists of a module to selectively infer labels in different resolutions based on spatial uncertainty and a module to train neural network parameters with uncertainty-aware multi-instance learning. extensive experiments on real-world flood mapping datasets show that the proposed model outperforms several baseline methods. the code is available at \url{this https url}.",2023-12-12
"138","export complexity, industrial complexity and regional economic growth in brazil","ben-hur francisco cardoso, eva yamila da silva catela, guilherme viegas, flávio l. pinheiro, dominik hartmann","general economics","research on productive structures has shown that economic complexity conditions economic growth. however, little is known about which type of complexity, e.g., export or industrial complexity, matters more for regional economic growth in a large emerging country like brazil. brazil exports natural resources and agricultural goods, but a large share of the employment derives from services, non-tradables, and within-country manufacturing trade. here, we use a large dataset on brazil's formal labor market, including approximately 100 million workers and 581 industries, to reveal the patterns of export complexity, industrial complexity, and economic growth of 558 micro-regions between 2003 and 2019. our results show that export complexity is more evenly spread than industrial complexity. only a few -- mainly developed urban places -- have comparative advantages in sophisticated services. regressions show that a region's industrial complexity is a significant predictor for 3-year growth prospects, but export complexity is not. moreover, economic complexity in neighboring regions is significantly associated with economic growth. the results show export complexity does not appropriately depict brazil's knowledge base and growth opportunities. instead, promoting the sophistication of the heterogeneous regional industrial structures and development spillovers is a key to growth.",2023-12-12
"139","stabilizing soil using annealed polyvinyl alcohol as long-lasting binder","chunyan cao, gang li","materials science","agricultural production heavily exploits the soil, resulting in high erosion in cultivated land, which poses a threat to food security and environmental sustainability. to address this issue, we stabilize the soil using polyvinyl alcohol (pva). pva strongly adheres to the soil after mixing and annealing, enhancing the cohesive strength of the soil. the pva-soil withstands the impact of water at 7 m/s, protecting it from rainfall-induced erosion. furthermore, the water-retaining capability and drainage of pva-soil can be adjusted based on its sizes. this customized pva-soil provides optimal growing conditions for various plants in different climates. our method contributes to improved soil management and conversion.",2023-12-12
"140","introduction to iot","tajkia nuri ananna, munshi saifuzzaman","cryptography and security","the internet of things has rapidly transformed the 21st century, enhancing decision-making processes and introducing innovative consumer services such as pay-as-you-use models. the integration of smart devices and automation technologies has revolutionized every aspect of our lives, from health services to the manufacturing industry, and from the agriculture sector to mining. alongside the positive aspects, it is also essential to recognize the significant safety, security, and trust concerns in this technological landscape. this chapter serves as a comprehensive guide for newcomers interested in the iot domain, providing a foundation for making future contributions. specifically, it discusses the overview, historical evolution, key characteristics, advantages, architectures, taxonomy of technologies, and existing applications in major iot domains. in addressing prevalent issues and challenges in designing and deploying iot applications, the chapter examines security threats across architectural layers, ethical considerations, user privacy concerns, and trust-related issues. this discussion equips researchers with a solid understanding of diverse iot aspects, providing a comprehensive understanding of iot technology along with insights into the extensive potential and impact of this transformative field.",2023-12-09
"141","facilitating digital agriculture with simple databases","dennis buckmaster, sami basir, hanae sakata","databases","as an on-ramp to databases, we offer several well-structured private database templates as open source resources for agriculturalists, particularly those with modest spreadsheet skills. these farmer-oriented air table databases use simple data-validated forms, with the look and feel of a customized app, to yield operational data that is tidy, machine- and human-readable, editable, and exportable for analysis in other software. such data can facilitate logistics, provide contextual metadata, and improve enterprise analysis. a recorded workshop explaining how to build a database for activity records is presented. these resources may facilitate infusion of digital agriculture principles through extension and structured educational programming.",2023-12-11
"142","robotic control of the deformation of soft linear objects using deep reinforcement learning","mélodie hani daniel zakaria, miguel aranda, laurent lequièvre, sébastien lengagne, juan antonio corrales ramón, youcef mezouar","robotics","this paper proposes a new control framework for manipulating soft objects. a deep reinforcement learning (drl) approach is used to make the shape of a deformable object reach a set of desired points by controlling a robotic arm which manipulates it. our framework is more easily generalizable than existing ones: it can work directly with different initial and desired final shapes without need for relearning. we achieve this by using learning parallelization, i.e., executing multiple agents in parallel on various environment instances. we focus our study on deformable linear objects. these objects are interesting in industrial and agricultural domains, yet their manipulation with robots, especially in 3d workspaces, remains challenging. we simulate the entire environment, i.e., the soft object and the robot, for the training and the testing using pybullet and openai gym. we use a combination of state-of-the-art drl techniques, the main ingredient being a training approach for the learning agent (i.e., the robot) based on deep deterministic policy gradient (ddpg). our simulation results support the usefulness and enhanced generality of the proposed approach.",2023-12-08
"143","causality and explainability for trustworthy integrated pest management","ilias tsoumas, vasileios sitokonstantinou, georgios giannarakis, evagelia lampiri, christos athanassiou, gustau camps-valls, charalampos kontoes, ioannis athanasiadis","machine learning","pesticides serve as a common tool in agricultural pest control but significantly contribute to the climate crisis. to combat this, integrated pest management (ipm) stands as a climate-smart alternative. despite its potential, ipm faces low adoption rates due to farmers' skepticism about its effectiveness. to address this challenge, we introduce an advanced data analysis framework tailored to enhance ipm adoption. our framework provides i) robust pest population predictions across diverse environments with invariant and causal learning, ii) interpretable pest presence predictions using transparent models, iii) actionable advice through counterfactual explanations for in-season ipm interventions, iv) field-specific treatment effect estimations, and v) assessments of the effectiveness of our advice using causal inference. by incorporating these features, our framework aims to alleviate skepticism and encourage wider adoption of ipm practices among farmers.",2023-12-07
"144","multi actor-critic ddpg for robot action space decomposition: a framework to control large 3d deformation of soft linear objects","mélodie daniel, aly magassouba, miguel aranda, laurent lequièvre, juan antonio corrales ramon, roberto iglesias rodriguez, youcef mezouar","robotics","robotic manipulation of deformable linear objects (dlos) has great potential for applications in diverse fields such as agriculture or industry. however, a major challenge lies in acquiring accurate deformation models that describe the relationship between robot motion and dlo deformations. such models are difficult to calculate analytically and vary among dlos. consequently, manipulating dlos poses significant challenges, particularly in achieving large deformations that require highly accurate global models. to address these challenges, this paper presents multiac6: a new multi actor-critic framework for robot action space decomposition to control large 3d deformations of dlos. in our approach, two deep reinforcement learning (drl) agents orient and position a robot gripper to deform a dlo into the desired shape. unlike previous drl-based studies, multiac6 is able to solve the sim-to-real gap, achieving large 3d deformations up to 40 cm in real-world settings. experimental results also show that multiac6 has a 66\% higher success rate than a single-agent approach. further experimental studies demonstrate that multiac6 generalizes well, without retraining, to dlos with different lengths or materials.",2023-12-07
"145","multi-agricultural machinery collaborative task assignment based on improved genetic hybrid optimization algorithm","haohao du","neural and evolutionary computing","to address the challenges of delayed scheduling information, heavy reliance on manual labour, and low operational efficiency in traditional large-scale agricultural machinery operations, this study proposes a method for multi-agricultural machinery collaborative task assignment based on an improved genetic hybrid optimisation algorithm. the proposed method establishes a multi-agricultural machinery task allocation model by combining the path pre-planning of a simulated annealing algorithm and the static task allocation of a genetic algorithm. by sequentially fusing these two algorithms, their respective shortcomings can be overcome, and their advantages in global and local search can be utilised. consequently, the search capability of the population is enhanced, leading to the discovery of more optimal solutions. then, an adaptive crossover operator is constructed according to the task assignment model, considering the capacity, path cost, and time of agricultural machinery; two-segment coding and multi-population adaptive mutation are used to assign tasks to improve the diversity of the population and enhance the exploration ability of the population; and to improve the global optimisation ability of the hybrid algorithm, a 2-opt local optimisation operator and an circle modification algorithm are introduced. finally, simulation experiments were conducted in matlab to evaluate the performance of the multi-agricultural machinery collaborative task assignment based on the improved genetic hybrid algorithm. the algorithm's capabilities were assessed through comparative analysis in the simulation trials. the results demonstrate that the developed hybrid algorithm can effectively reduce path costs, and the efficiency of the assignment outcomes surpasses that of the classical genetic algorithm. this approach proves particularly suitable for addressing large-scale task allocation problems.",2023-12-07
"146","data-driven crop growth simulation on time-varying generated images using multi-conditional generative adversarial networks","lukas drees, dereje t. demie, madhuri r. paul, johannes leonhardt, sabine j. seidel, thomas f. döring, ribana roscher","computer vision and pattern recognition","image-based crop growth modeling can substantially contribute to precision agriculture by revealing spatial crop development over time, which allows an early and location-specific estimation of relevant future plant traits, such as leaf area or biomass. a prerequisite for realistic and sharp crop image generation is the integration of multiple growth-influencing conditions in a model, such as an image of an initial growth stage, the associated growth time, and further information about the field treatment. we present a two-stage framework consisting first of an image prediction model and second of a growth estimation model, which both are independently trained. the image prediction model is a conditional wasserstein generative adversarial network (cwgan). in the generator of this model, conditional batch normalization (cbn) is used to integrate different conditions along with the input image. this allows the model to generate time-varying artificial images dependent on multiple influencing factors of different kinds. these images are used by the second part of the framework for plant phenotyping by deriving plant-specific traits and comparing them with those of non-artificial (real) reference images. for various crop datasets, the framework allows realistic, sharp image predictions with a slight loss of quality from short-term to long-term predictions. simulations of varying growth-influencing conditions performed with the trained framework provide valuable insights into how such factors relate to crop appearances, which is particularly useful in complex, less explored crop mixture systems. further results show that adding process-based simulated biomass as a condition increases the accuracy of the derived phenotypic traits from the predicted images. this demonstrates the potential of our framework to serve as an interface between an image- and process-based crop growth model.",2023-12-06
"147","data-centric digital agriculture: a perspective","ribana roscher, lukas roth, cyrill stachniss, achim walter","computers and society","in response to the increasing global demand for food, feed, fiber, and fuel, digital agriculture is rapidly evolving to meet these demands while reducing environmental impact. this evolution involves incorporating data science, machine learning, sensor technologies, robotics, and new management strategies to establish a more sustainable agricultural framework. so far, machine learning research in digital agriculture has predominantly focused on model-centric approaches, focusing on model design and evaluation. these efforts aim to optimize model accuracy and efficiency, often treating data as a static benchmark. despite the availability of agricultural data and methodological advancements, a saturation point has been reached, with many established machine learning methods achieving comparable levels of accuracy and facing similar limitations. to fully realize the potential of digital agriculture, it is crucial to have a comprehensive understanding of the role of data in the field and to adopt data-centric machine learning. this involves developing strategies to acquire and curate valuable data and implementing effective learning and evaluation strategies that utilize the intrinsic value of data. this approach has the potential to create accurate, generalizable, and adaptable machine learning methods that effectively and sustainably address agricultural tasks such as yield prediction, weed detection, and early disease identification",2023-12-06
